1 1:0.268742 2:0.192042 3:0.090397
1 1:0.188463 2:0.141113 3:0.050286
1 1:0.120126 2:0.114586 3:0.012811
1 1:0.160808 2:0.149164 3:0.012771
1 1:0.175280 2:0.144361 3:0.039928
1 1:0.107241 2:0.106320 3:0.002878
1 1:0.210745 2:0.166193 3:0.045850
1 1:0.125566 2:0.122784 3:0.011793
1 1:0.156194 2:0.135772 3:0.022869
1 1:0.126644 2:0.125686 3:0.004686
1 1:0.151285 2:0.140246 3:0.023680
1 1:0.127609 2:0.114543 3:0.013619
1 1:0.181528 2:0.171642 3:0.023782
1 1:0.183326 2:0.145774 3:0.044590
1 1:0.087760 2:0.083096 3:0.011962
1 1:0.233418 2:0.163355 3:0.065581
1 1:0.146159 2:0.125100 3:0.019081
1 1:0.066612 2:0.060407 3:0.013575
1 1:0.190311 2:0.137612 3:0.060990
1 1:0.170177 2:0.138004 3:0.039209
1 1:0.234260 2:0.141834 3:0.086918
1 1:0.142919 2:0.137931 3:0.016349
1 1:0.202523 2:0.188521 3:0.034447
1 1:0.196255 2:0.169027 3:0.047377
1 1:0.116790 2:0.107517 3:0.010752
1 1:0.153103 2:0.131004 3:0.039526
1 1:0.297786 2:0.171991 3:0.117430
1 1:0.248561 2:0.171187 3:0.068101
1 1:0.295374 2:0.171050 3:0.117317
1 1:0.155605 2:0.132015 3:0.036526
1 1:0.168967 2:0.162373 3:0.015618
1 1:0.265568 2:0.197626 3:0.079342
1 1:0.242894 2:0.175855 3:0.056620
1 1:0.173169 2:0.156732 3:0.030070
1 1:0.167077 2:0.158446 3:0.020461
1 1:0.159251 2:0.130177 3:0.042058
1 1:0.135180 2:0.135059 3:0.001984
1 1:0.164883 2:0.137931 3:0.040846
1 1:0.218441 2:0.174542 3:0.054365
1 1:0.225309 2:0.156029 3:0.068526
1 1:0.246845 2:0.172795 3:0.070830
1 1:0.277945 2:0.180272 3:0.089032
1 1:0.203061 2:0.156387 3:0.051149
1 1:0.165608 2:0.147122 3:0.033380
1 1:0.218170 2:0.164839 3:0.054684
1 1:0.231241 2:0.177088 3:0.062929
1 1:0.130107 2:0.120104 3:0.024437
1 1:0.196251 2:0.153834 3:0.046531
1 1:0.145378 2:0.141598 3:0.010163
1 1:0.131425 2:0.124868 3:0.016161
1 1:0.182362 2:0.175847 3:0.021996
1 1:0.134283 2:0.129077 3:0.013457
1 1:0.239328 2:0.221443 3:0.038814
1 1:0.134433 2:0.123458 3:0.020914
1 1:0.114199 2:0.109252 3:0.013693
1 1:0.212945 2:0.186253 3:0.044225
1 1:0.200520 2:0.151159 3:0.046190
1 1:0.204167 2:0.157623 3:0.061977
1 1:0.122675 2:0.122102 3:0.003497
1 1:0.180292 2:0.169145 3:0.026356
1 1:0.235963 2:0.174889 3:0.067546
1 1:0.131167 2:0.126752 3:0.012079
1 1:0.154365 2:0.136000 3:0.028000
1 1:0.142543 2:0.139291 3:0.011307
1 1:0.211860 2:0.166048 3:0.055141
1 1:0.184364 2:0.179025 3:0.017970
1 1:0.080001 2:0.078230 3:0.008360
1 1:0.237219 2:0.155756 3:0.082539
1 1:0.154523 2:0.130138 3:0.039650
1 1:0.169483 2:0.129375 3:0.048417
1 1:0.206361 2:0.160552 3:0.057308
1 1:0.188542 2:0.154052 3:0.052138
1 1:0.188242 2:0.138928 3:0.055964
1 1:0.107342 2:0.107042 3:0.003802
1 1:0.166356 2:0.152532 3:0.023648
1 1:0.197439 2:0.164685 3:0.050290
1 1:0.113402 2:0.113031 3:0.004583
1 1:0.116978 2:0.105475 3:0.025172
1 1:0.109333 2:0.106977 3:0.011255
1 1:0.116854 2:0.105000 3:0.025600
1 1:0.109678 2:0.109417 3:0.003784
1 1:0.116337 2:0.106174 3:0.023650
1 1:0.111418 2:0.110440 3:0.007361
1 1:0.117930 2:0.104403 3:0.027375
1 1:0.108111 2:0.107564 3:0.005429
1 1:0.115757 2:0.103247 3:0.026170
1 1:0.208064 2:0.154467 3:0.068066
1 1:0.114131 2:0.112925 3:0.008253
1 1:0.146213 2:0.142667 3:0.014797
1 1:0.091441 2:0.091439 3:0.000328
1 1:0.161654 2:0.137594 3:0.039682
1 1:0.100024 2:0.095016 3:0.015555
1 1:0.162826 2:0.138062 3:0.040308
1 1:0.124525 2:0.115117 3:0.022725
1 1:0.169625 2:0.137058 3:0.047688
1 1:0.114920 2:0.101514 3:0.026213
1 1:0.144978 2:0.139818 3:0.017895
1 1:0.199714 2:0.170485 3:0.041781
1 1:0.152654 2:0.143962 3:0.016984
1 1:0.089822 2:0.089107 3:0.005656
1 1:0.138603 2:0.137637 3:0.004534
1 1:0.104830 2:0.089694 3:0.026825
1 1:0.099711 2:0.098980 3:0.006011
1 1:0.119410 2:0.119017 3:0.003537
1 1:0.117945 2:0.117184 3:0.004745
1 1:0.250601 2:0.194743 3:0.067088
1 1:0.207367 2:0.176618 3:0.050193
1 1:0.188118 2:0.162975 3:0.044485
1 1:0.204215 2:0.153029 3:0.055362
1 1:0.200198 2:0.167505 3:0.051264
1 1:0.116650 2:0.111826 3:0.014129
1 1:0.195760 2:0.153681 3:0.054112
1 1:0.120520 2:0.104809 3:0.026801
1 1:0.201472 2:0.143600 3:0.066142
1 1:0.145488 2:0.143736 3:0.009170
1 1:0.136386 2:0.109809 3:0.037237
1 1:0.117030 2:0.110494 3:0.016861
1 1:0.106543 2:0.105475 3:0.005158
1 1:0.119813 2:0.113759 3:0.014118
1 1:0.124163 2:0.122495 3:0.006523
1 1:0.219364 2:0.191638 3:0.050512
1 1:0.188593 2:0.142274 3:0.044477
1 1:0.132360 2:0.110041 3:0.031616
1 1:0.111988 2:0.109772 3:0.009128
1 1:0.208144 2:0.138600 3:0.065476
1 1:0.119287 2:0.115745 3:0.011689
1 1:0.148926 2:0.111000 3:0.046486
1 1:0.113674 2:0.109659 3:0.010861
1 1:0.127513 2:0.119921 3:0.009581
1 1:0.115637 2:0.111086 3:0.008336
1 1:0.153079 2:0.137615 3:0.021139
1 1:0.153110 2:0.134937 3:0.027479
1 1:0.221690 2:0.181593 3:0.048570
1 1:0.182408 2:0.152411 3:0.028404
1 1:0.195026 2:0.178966 3:0.023965
1 1:0.128332 2:0.096400 3:0.030487
1 1:0.220277 2:0.207714 3:0.026922
1 1:0.196185 2:0.162432 3:0.041691
1 1:0.147663 2:0.146277 3:0.006706
1 1:0.157335 2:0.121824 3:0.048784
1 1:0.142103 2:0.129035 3:0.026086
1 1:0.143460 2:0.140089 3:0.014491
1 1:0.197951 2:0.136971 3:0.071380
1 1:0.138568 2:0.131381 3:0.020939
1 1:0.139422 2:0.129757 3:0.023097
1 1:0.129928 2:0.122776 3:0.020289
1 1:0.125053 2:0.121795 3:0.013588
1 1:0.107079 2:0.104178 3:0.011634
1 1:0.153262 2:0.136015 3:0.027188
1 1:0.162917 2:0.142948 3:0.031228
1 1:0.159775 2:0.133754 3:0.041726
1 1:0.223565 2:0.151638 3:0.076894
1 1:0.132512 2:0.117201 3:0.027543
1 1:0.214092 2:0.199249 3:0.037692
1 1:0.208211 2:0.160515 3:0.063377
1 1:0.198458 2:0.157207 3:0.053204
1 1:0.155158 2:0.115248 3:0.051107
1 1:0.158999 2:0.143962 3:0.019971
1 1:0.101840 2:0.087092 3:0.023148
1 1:0.195316 2:0.159402 3:0.043632
1 1:0.179177 2:0.169098 3:0.020580
1 1:0.196839 2:0.156924 3:0.046966
1 1:0.151435 2:0.136693 3:0.024471
1 1:0.217687 2:0.184068 3:0.052589
1 1:0.205937 2:0.164924 3:0.054376
1 1:0.143101 2:0.134078 3:0.018907
1 1:0.180543 2:0.153395 3:0.038821
1 1:0.214619 2:0.163000 3:0.060000
1 1:0.195311 2:0.169956 3:0.039251
1 1:0.221969 2:0.161941 3:0.068420
1 1:0.206698 2:0.180602 3:0.041783
1 1:0.182121 2:0.156080 3:0.043676
1 1:0.204019 2:0.167287 3:0.045491
1 1:0.178983 2:0.156080 3:0.038749
1 1:0.223875 2:0.186142 3:0.053260
1 1:0.186333 2:0.141014 3:0.057668
1 1:0.214553 2:0.167905 3:0.051934
1 1:0.163369 2:0.155795 3:0.017305
1 1:0.223735 2:0.153951 3:0.077226
1 1:0.168970 2:0.155322 3:0.016933
1 1:0.230901 2:0.148930 3:0.084510
1 1:0.161695 2:0.142874 3:0.034779
1 1:0.109553 2:0.095603 3:0.022719
1 1:0.167698 2:0.156975 3:0.018672
1 1:0.251055 2:0.177598 3:0.075834
1 1:0.183930 2:0.137244 3:0.045364
1 1:0.194360 2:0.154149 3:0.042426
1 1:0.259472 2:0.165082 3:0.080978
1 1:0.185052 2:0.159615 3:0.039633
1 1:0.172681 2:0.118828 3:0.056788
1 1:0.102716 2:0.100688 3:0.009604
1 1:0.176779 2:0.164210 3:0.026180
1 1:0.174692 2:0.157420 3:0.028872
1 1:0.210434 2:0.185777 3:0.038605
1 1:0.233821 2:0.163355 3:0.045673
1 1:0.182840 2:0.164712 3:0.028686
1 1:0.176650 2:0.150881 3:0.040144
1 1:0.235105 2:0.208082 3:0.041080
1 1:0.163939 2:0.145055 3:0.033056
1 1:0.203137 2:0.178986 3:0.041322
1 1:0.223251 2:0.174195 3:0.055512
1 1:0.154896 2:0.148408 3:0.016596
1 1:0.197025 2:0.145715 3:0.062052
1 1:0.170818 2:0.162336 3:0.015098
1 1:0.137841 2:0.127475 3:0.018317
1 1:0.223380 2:0.144848 3:0.070757
1 1:0.219263 2:0.161941 3:0.071211
1 1:0.146906 2:0.142706 3:0.016138
1 1:0.125706 2:0.123843 3:0.005144
1 1:0.149825 2:0.143544 3:0.020175
1 1:0.125250 2:0.124459 3:0.006010
1 1:0.145543 2:0.144586 3:0.005678
1 1:0.125342 2:0.122348 3:0.011132
1 1:0.145525 2:0.133664 3:0.023185
1 1:0.155048 2:0.135595 3:0.033135
1 1:0.134433 2:0.126151 3:0.020063
1 1:0.163248 2:0.131552 3:0.039437
1 1:0.225848 2:0.189763 3:0.050242
1 1:0.212590 2:0.173003 3:0.053641
1 1:0.158512 2:0.133417 3:0.034179
1 1:0.107516 2:0.101833 3:0.015761
1 1:0.182842 2:0.154729 3:0.038629
1 1:0.243474 2:0.176921 3:0.070410
1 1:0.231197 2:0.155724 3:0.074523
1 1:0.207516 2:0.162985 3:0.063527
1 1:0.167073 2:0.133540 3:0.048562
1 1:0.148560 2:0.125004 3:0.038615
1 1:0.090532 2:0.089275 3:0.007516
1 1:0.101617 2:0.099725 3:0.009747
1 1:0.091082 2:0.091082 3:0.000000
1 1:0.144917 2:0.135340 3:0.024043
1 1:0.194724 2:0.135624 3:0.066610
1 1:0.175069 2:0.163683 3:0.030804
1 1:0.140820 2:0.123321 3:0.033701
1 1:0.122732 2:0.114791 3:0.021317
1 1:0.074591 2:0.074525 3:0.001570
1 1:0.105575 2:0.102825 3:0.011116
1 1:0.127920 2:0.116297 3:0.022185
1 1:0.108632 2:0.106621 3:0.008535
1 1:0.197436 2:0.160997 3:0.050088
1 1:0.211436 2:0.134082 3:0.069525
1 1:0.119766 2:0.119541 3:0.003154
1 1:0.151213 2:0.134239 3:0.030960
1 1:0.169624 2:0.145344 3:0.040077
1 1:0.275920 2:0.171292 3:0.088831
1 1:0.144948 2:0.129692 3:0.026015
1 1:0.183264 2:0.139262 3:0.043659
1 1:0.144571 2:0.122037 3:0.033170
1 1:0.185939 2:0.142636 3:0.053486
1 1:0.195208 2:0.150083 3:0.053310
1 1:0.215808 2:0.162926 3:0.057713
1 1:0.289204 2:0.158398 3:0.109938
1 1:0.219027 2:0.147733 3:0.057387
1 1:0.111241 2:0.104350 3:0.015592
1 1:0.242516 2:0.186301 3:0.061191
1 1:0.223592 2:0.174496 3:0.058356
1 1:0.205636 2:0.168440 3:0.043232
1 1:0.230746 2:0.174471 3:0.044363
1 1:0.258122 2:0.174184 3:0.072464
1 1:0.151997 2:0.140264 3:0.024062
1 1:0.246921 2:0.176876 3:0.049272
1 1:0.111011 2:0.109041 3:0.006961
1 1:0.189579 2:0.173566 3:0.021030
1 1:0.209558 2:0.159590 3:0.062736
1 1:0.155712 2:0.147513 3:0.010738
1 1:0.160063 2:0.135074 3:0.038660
1 1:0.180686 2:0.154651 3:0.033482
1 1:0.258749 2:0.159424 3:0.080502
1 1:0.210959 2:0.176026 3:0.026723
1 1:0.201926 2:0.163615 3:0.048492
1 1:0.254412 2:0.164730 3:0.065853
1 1:0.234741 2:0.179246 3:0.036358
1 1:0.187412 2:0.150904 3:0.026162
1 1:0.180949 2:0.156668 3:0.024881
1 1:0.210939 2:0.171094 3:0.038219
1 1:0.224119 2:0.145134 3:0.065581
1 1:0.061086 2:0.060902 3:0.002364
1 1:0.220637 2:0.156029 3:0.073371
1 1:0.238597 2:0.173557 3:0.071124
1 1:0.231452 2:0.143951 3:0.085626
1 1:0.196569 2:0.153574 3:0.053713
1 1:0.233708 2:0.143178 3:0.088351
1 1:0.192776 2:0.153056 3:0.055509
1 1:0.099323 2:0.095415 3:0.006666
1 1:0.201626 2:0.165194 3:0.044596
1 1:0.212840 2:0.148839 3:0.057613
1 1:0.277742 2:0.168048 3:0.080025
1 1:0.228147 2:0.160125 3:0.076053
1 1:0.152108 2:0.136473 3:0.022737
1 1:0.172868 2:0.155878 3:0.010912
1 1:0.208049 2:0.162631 3:0.060689
1 1:0.141285 2:0.134034 3:0.014713
1 1:0.228404 2:0.172351 3:0.066150
1 1:0.141605 2:0.115365 3:0.020587
1 1:0.091646 2:0.077647 3:0.021443
1 1:0.218110 2:0.165946 3:0.043068
1 1:0.268397 2:0.166184 3:0.054187
1 1:0.208357 2:0.160552 3:0.038654
1 1:0.099898 2:0.099860 3:0.001382
1 1:0.150928 2:0.133735 3:0.033551
1 1:0.156949 2:0.143684 3:0.031388
1 1:0.145847 2:0.126384 3:0.035993
1 1:0.143410 2:0.128035 3:0.027125
1 1:0.147290 2:0.131309 3:0.032625
1 1:0.118367 2:0.116966 3:0.007891
1 1:0.133742 2:0.121594 3:0.026112
1 1:0.090942 2:0.090918 3:0.001056
1 1:0.185292 2:0.146823 3:0.039980
1 1:0.176684 2:0.154457 3:0.033945
1 1:0.156344 2:0.139864 3:0.033425
1 1:0.088535 2:0.068476 3:0.026900
1 1:0.162757 2:0.144361 3:0.035564
1 1:0.144008 2:0.129035 3:0.028829
1 1:0.174686 2:0.142144 3:0.044638
1 1:0.091681 2:0.091241 3:0.004274
1 1:0.134686 2:0.126396 3:0.021266
1 1:0.126234 2:0.118296 3:0.019595
1 1:0.122607 2:0.119507 3:0.009598
1 1:0.168381 2:0.131126 3:0.048778
1 1:0.182843 2:0.147003 3:0.053489
1 1:0.227627 2:0.183371 3:0.053389
1 1:0.204043 2:0.141485 3:0.060819
1 1:0.121094 2:0.117038 3:0.008561
1 1:0.149818 2:0.135624 3:0.022245
1 1:0.177746 2:0.143924 3:0.041223
1 1:0.231815 2:0.158417 3:0.061710
1 1:0.111213 2:0.107912 3:0.012584
1 1:0.115167 2:0.114935 3:0.003019
1 1:0.107772 2:0.105081 3:0.003949
1 1:0.207458 2:0.147258 3:0.066563
1 1:0.161435 2:0.138177 3:0.037133
1 1:0.086332 2:0.083522 3:0.009866
1 1:0.163246 2:0.129248 3:0.040952
1 1:0.089373 2:0.089308 3:0.001478
1 1:0.064591 2:0.063891 3:0.004742
1 1:0.187943 2:0.143753 3:0.048674
1 1:0.121910 2:0.116829 3:0.013396
1 1:0.131163 2:0.120540 3:0.017397
1 1:0.172867 2:0.137888 3:0.046248
1 1:0.133963 2:0.121004 3:0.023735
1 1:0.142918 2:0.129201 3:0.028398
1 1:0.130568 2:0.127098 3:0.011613
1 1:0.102527 2:0.102005 3:0.003941
1 1:0.115708 2:0.115365 3:0.003051
1 1:0.199049 2:0.150013 3:0.052369
1 1:0.164633 2:0.143586 3:0.035052
1 1:0.138994 2:0.114237 3:0.037449
1 1:0.106231 2:0.105342 3:0.006322
1 1:0.150804 2:0.143569 3:0.019433
1 1:0.081416 2:0.081025 3:0.003986
1 1:0.125693 2:0.124487 3:0.008242
1 1:0.147526 2:0.132883 3:0.031358
1 1:0.089299 2:0.088955 3:0.003912
1 1:0.109701 2:0.096421 3:0.025918
1 1:0.154526 2:0.136473 3:0.033560
1 1:0.135021 2:0.126063 3:0.023512
1 1:0.168039 2:0.139904 3:0.042415
1 1:0.114816 2:0.111158 3:0.013674
1 1:0.195221 2:0.147801 3:0.052997
1 1:0.133958 2:0.123665 3:0.021033
1 1:0.142524 2:0.122409 3:0.018544
1 1:0.129400 2:0.124455 3:0.010172
1 1:0.142429 2:0.116004 3:0.018129
1 1:0.144222 2:0.129035 3:0.010974
1 1:0.178807 2:0.135724 3:0.041857
1 1:0.165149 2:0.144281 3:0.022331
1 1:0.192948 2:0.138192 3:0.050799
1 1:0.163082 2:0.136719 3:0.031159
1 1:0.208901 2:0.140577 3:0.053053
1 1:0.158408 2:0.137713 3:0.030186
1 1:0.143787 2:0.114039 3:0.019598
1 1:0.143021 2:0.119708 3:0.012347
1 1:0.171083 2:0.126696 3:0.033245
1 1:0.222723 2:0.158673 3:0.053210
1 1:0.187283 2:0.140872 3:0.040696
1 1:0.190430 2:0.142225 3:0.027717
1 1:0.185690 2:0.144222 3:0.052142
1 1:0.148231 2:0.141400 3:0.009569
1 1:0.146675 2:0.126649 3:0.023103
1 1:0.124225 2:0.122376 3:0.005491
1 1:0.149743 2:0.119616 3:0.042720
1 1:0.128979 2:0.124338 3:0.012434
1 1:0.102405 2:0.101833 3:0.004213
1 1:0.112705 2:0.110653 3:0.010194
1 1:0.149739 2:0.136565 3:0.025138
1 1:0.121899 2:0.119708 3:0.010526
1 1:0.094741 2:0.092574 3:0.010046
1 1:0.104550 2:0.104120 3:0.004725
1 1:0.084731 2:0.084723 3:0.000590
1 1:0.109979 2:0.109895 3:0.002147
1 1:0.133835 2:0.124310 3:0.020803
1 1:0.145183 2:0.126846 3:0.020545
1 1:0.209849 2:0.149308 3:0.062388
1 1:0.180895 2:0.154042 3:0.045734
1 1:0.125142 2:0.112161 3:0.022753
1 1:0.142234 2:0.120950 3:0.035461
1 1:0.160198 2:0.139445 3:0.033891
1 1:0.113906 2:0.108853 3:0.012962
1 1:0.127523 2:0.108046 3:0.022296
1 1:0.135930 2:0.135595 3:0.002139
1 1:0.163883 2:0.139607 3:0.038207
1 1:0.160036 2:0.129634 3:0.041471
1 1:0.105603 2:0.101203 3:0.011265
1 1:0.118309 2:0.108853 3:0.013367
1 1:0.203726 2:0.140293 3:0.058535
1 1:0.184165 2:0.146414 3:0.051334
1 1:0.099543 2:0.099202 3:0.003800
1 1:0.088067 2:0.087966 3:0.002114
1 1:0.086932 2:0.085276 3:0.008443
1 1:0.092239 2:0.091837 3:0.004301
1 1:0.097829 2:0.097739 3:0.002087
1 1:0.150095 2:0.141241 3:0.018911
1 1:0.091694 2:0.091586 3:0.002227
1 1:0.162487 2:0.142127 3:0.039190
1 1:0.100846 2:0.092445 3:0.020109
1 1:0.179055 2:0.129097 3:0.055354
1 1:0.119865 2:0.118068 3:0.009791
1 1:0.090384 2:0.085212 3:0.015068
1 1:0.124652 2:0.123223 3:0.008343
1 1:0.134288 2:0.130863 3:0.014290
1 1:0.155404 2:0.126004 3:0.040610
1 1:0.084404 2:0.084024 3:0.003999
1 1:0.164980 2:0.127063 3:0.049369
1 1:0.086784 2:0.086209 3:0.004988
1 1:0.155873 2:0.126016 3:0.041773
1 1:0.087388 2:0.084528 3:0.011085
1 1:0.129625 2:0.124455 3:0.016223
1 1:0.099307 2:0.096649 3:0.011412
1 1:0.102731 2:0.102005 3:0.006098
1 1:0.111196 2:0.101769 3:0.022315
1 1:0.140250 2:0.123843 3:0.031144
1 1:0.176869 2:0.141989 3:0.044778
1 1:0.188680 2:0.140460 3:0.059846
1 1:0.147120 2:0.133735 3:0.020728
1 1:0.187285 2:0.149402 3:0.046726
1 1:0.168229 2:0.133735 3:0.047893
1 1:0.214108 2:0.171735 3:0.061036
1 1:0.179906 2:0.136693 3:0.045642
1 1:0.129511 2:0.120934 3:0.011287
1 1:0.105311 2:0.101789 3:0.010139
1 1:0.150857 2:0.128098 3:0.033638
1 1:0.131780 2:0.126905 3:0.011583
1 1:0.202629 2:0.142271 3:0.057819
1 1:0.131922 2:0.114000 3:0.028000
1 1:0.169522 2:0.139703 3:0.033356
1 1:0.140477 2:0.120905 3:0.030379
1 1:0.229962 2:0.156975 3:0.070814
1 1:0.176327 2:0.134766 3:0.046948
1 1:0.153425 2:0.124852 3:0.039599
1 1:0.121582 2:0.119775 3:0.005160
1 1:0.169334 2:0.132880 3:0.044928
1 1:0.241681 2:0.158218 3:0.076584
1 1:0.196630 2:0.140175 3:0.061623
1 1:0.167362 2:0.143892 3:0.037514
1 1:0.245963 2:0.197649 3:0.064584
1 1:0.162818 2:0.155872 3:0.021582
1 1:0.193074 2:0.179360 3:0.029304
1 1:0.230243 2:0.208002 3:0.018630
1 1:0.163674 2:0.142352 3:0.026329
1 1:0.175807 2:0.157290 3:0.037727
1 1:0.230269 2:0.152502 3:0.063232
1 1:0.149694 2:0.121062 3:0.036477
1 1:0.114193 2:0.113653 3:0.004021
1 1:0.093347 2:0.091831 3:0.008330
1 1:0.104607 2:0.100464 3:0.008720
1 1:0.194628 2:0.151819 3:0.057562
1 1:0.207543 2:0.149308 3:0.070746
1 1:0.156989 2:0.141128 3:0.033247
1 1:0.166885 2:0.127945 3:0.049677
1 1:0.085784 2:0.082976 3:0.010738
1 1:0.194274 2:0.134417 3:0.053788
1 1:0.119783 2:0.117171 3:0.006128
1 1:0.065047 2:0.061620 3:0.008909
1 1:0.162459 2:0.145890 3:0.030365
1 1:0.132489 2:0.125718 3:0.020156
1 1:0.169743 2:0.148003 3:0.033580
1 1:0.102384 2:0.100896 3:0.004678
1 1:0.148132 2:0.132575 3:0.032948
1 1:0.118796 2:0.114691 3:0.012834
1 1:0.123615 2:0.105537 3:0.026484
1 1:0.155311 2:0.138924 3:0.033803
1 1:0.165757 2:0.131928 3:0.050088
1 1:0.165627 2:0.139302 3:0.044084
1 1:0.131396 2:0.131046 3:0.004014
1 1:0.146296 2:0.128825 3:0.032882
1 1:0.128855 2:0.119854 3:0.022369
1 1:0.141643 2:0.121659 3:0.034514
1 1:0.122160 2:0.118802 3:0.012020
1 1:0.156158 2:0.128701 3:0.038803
1 1:0.199478 2:0.164049 3:0.054106
1 1:0.185088 2:0.153769 3:0.047831
1 1:0.145930 2:0.143178 3:0.010197
1 1:0.172818 2:0.152532 3:0.032846
1 1:0.180297 2:0.148852 3:0.041236
1 1:0.203499 2:0.163169 3:0.053147
1 1:0.151542 2:0.134060 3:0.022617
1 1:0.256026 2:0.169189 3:0.074355
1 1:0.051542 2:0.051400 3:0.001907
1 1:0.122517 2:0.121342 3:0.007368
1 1:0.198704 2:0.156263 3:0.047817
1 1:0.101903 2:0.100722 3:0.007138
1 1:0.277025 2:0.176389 3:0.073831
1 1:0.133201 2:0.129252 3:0.013423
1 1:0.146723 2:0.127534 3:0.028181
1 1:0.176101 2:0.147872 3:0.039358
1 1:0.112178 2:0.112161 3:0.000999
1 1:0.186682 2:0.148661 3:0.045352
1 1:0.071486 2:0.066910 3:0.012166
1 1:0.096165 2:0.095268 3:0.006550
1 1:0.166852 2:0.147085 3:0.034483
1 1:0.229939 2:0.152427 3:0.073491
1 1:0.165877 2:0.137383 3:0.044671
1 1:0.136300 2:0.126036 3:0.019709
1 1:0.097184 2:0.093904 3:0.012428
1 1:0.169452 2:0.117614 3:0.055529
1 1:0.134537 2:0.129035 3:0.018600
1 1:0.084395 2:0.082565 3:0.008720
1 1:0.114091 2:0.113146 3:0.006858
1 1:0.132710 2:0.125674 3:0.010129
1 1:0.144197 2:0.125208 3:0.030413
1 1:0.152458 2:0.133004 3:0.031337
1 1:0.145523 2:0.136484 3:0.021556
1 1:0.187468 2:0.146414 3:0.051634
1 1:0.208593 2:0.144903 3:0.068197
1 1:0.113550 2:0.104202 3:0.012591
1 1:0.269661 2:0.193145 3:0.083129
1 1:0.134994 2:0.123649 3:0.019863
1 1:0.134514 2:0.128035 3:0.010763
1 1:0.209311 2:0.179446 3:0.046147
1 1:0.184360 2:0.152053 3:0.038750
1 1:0.115908 2:0.103354 3:0.023976
1 1:0.137830 2:0.126194 3:0.018860
1 1:0.301207 2:0.190074 3:0.099056
